Site Name,Site Address,Town,State,Postcode,24 Hours,98 Octane,Diesel,LPG,E10,Shell Low Aromatic,95 Octane,98 Octane,Premium Diesel,Diesel E10,Adblue At the  Pump,"Adblue 
10L",Truckstop,Carwash,Toilets,Latitude,Longitude
ERLDUNDA MOTEL,CNR STUART HIGHWAY & LASETER HIGHWAY,ERLDUNDA,NT,872,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,-25.19898387,133.2019785
KINGS CANYON RESORT,LURITJA RD,KINGS CANYON,NT,872,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,-24.81169557,132.4714833
SHELL THREEWAYS ROADHOUSE,STUART & BARKLY HWYS,TENNANT CREEK,NT,860,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-21.37615336,133.9789998
ARATULA ROADHOUSE,CUNNINGHAM HWY,ARATULA,QLD,4309,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,-27.98548411,152.5447139
AUTO SAVINGS STATION,175 ANZAC AVENUE,TOOWOOMBA,QLD,4350,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,-27.56979534,151.9261788
BARRY PARADE CAB CENTRE,44 BARRY PDE,FORTITUDE VALLEY,QLD,4006,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.46082664,153.0308997
BAUHINIA DOWNS STORE,DAWSON HWY,MOURA,QLD,4718,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-24.57454145,149.9473335
BELGIAN GARDENS SHELL,77 BUNDOCK ST,BELGIAN GARDENS,QLD,4810,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,-19.24683609,146.7928632
BUDERIM BAIRNSDALE ST SERVICE STATION,116 KING STREET,BUDERIM,QLD,4556,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-26.68273647,153.0676178
BUDERIM SERVICE STATION,96 KING ST,BUDERIM,QLD,4556,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,-26.68276854,153.0652568
C K MOTORS,BURNETT ST & ARTHUR ST,YEPPOON,QLD,4703,N,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,-23.13398843,150.7417546
CANNONVALE SERVICE STATION,138 SHUTE HARBOUR RD,CANNONVALE,QLD,4802,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-20.27845401,148.6917413
CHINCHILLA SERVICE STATION,4 HEENEY STREET,CHINCHILLA,QLD,4413,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,Y,Y,-26.74688009,150.6203769
CITY CAB CENTRE,11 EAGLE TCE,BRISBANE,QLD,4000,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,-27.46694022,153.0143392
COLES EXPRESS AITKENVALE,186-196 NATHAN ST,AITKENVALE,QLD,4814,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-19.30165956,146.7615606
COLES EXPRESS ALBANY CREEK,171 OLD NORTHERN RD,ALBANY CREEK,QLD,4035,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.34610935,152.9645167
COLES EXPRESS ALEXANDRA HILLS,96 FINUCANE RD (CNR ABELIA ST),ALEXANDRA HILLS,QLD,4161,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-27.5214708,153.2114686
COLES EXPRESS ARANA HILLS,17 PATRICKS RD,ARANA HILLS,QLD,4054,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,-27.39753884,152.9594086
COLES EXPRESS ASPLEY,1412 GYMPIE RD,ASPLEY,QLD,4034,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-27.35965931,153.0164628
COLES EXPRESS BALMORAL,CNR OXFORD ST & HAWTHORNE RD,BALMORAL,QLD,4171,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.46038545,153.0631882
COLES EXPRESS BEENLEIGH,"1 GEORGE STREET, (CNR BOUNDARY ROAD)",BEENLEIGH,QLD,4207,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-27.71108812,153.194713
COLES EXPRESS BELMONT (QLD),11 LONDON RD (CNR CROSS ST),BELMONT,QLD,4153,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-27.49821056,153.1263499
COLES EXPRESS BENOWA,GLYN ST & ASHMORE RD,BENOWA,QLD,4217,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-28.01001961,153.3934684
COLES EXPRESS BIRKDALE,143-153 BIRKDALE RD (CNR NAPIER ST),BIRKDALE,QLD,4159,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-27.49267837,153.2167309
COLES EXPRESS BLACKWATER,CAPRICORN HWY & COLUMBA ST,BLACKWATER,QLD,4717,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,-23.58568391,148.8817127
COLES EXPRESS BOWEN HERBERT ST,83 HERBERT ST,BOWEN,QLD,4805,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-20.01015824,148.2446126
COLES EXPRESS BREAKFAST CREEK,94 BREAKFAST CREEK RD,NEWSTEAD,QLD,4006,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,-27.44623655,153.042495
COLES EXPRESS BRISBANE AIRPORT,AIRPORT DRIVE,BRISBANE AIRPORT,QLD,4007,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-27.40691252,153.0995403
COLES EXPRESS BUNDALL,CROMBIE AVE & BUNDALL RD,BUNDALL,QLD,4217,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-28.00329455,153.4135419
COLES EXPRESS BURLEIGH WATERS,CHRISTINE AVE & BERMUDA ST,BURLEIGH WATERS,QLD,4220,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-28.08588984,153.4258663
COLES EXPRESS CABOOLTURE,686 THE ABBEY PLACE,CABOOLTURE,QLD,4510,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-27.07223341,153.0251712
COLES EXPRESS CAIRNS SHERIDAN ST,CNR SHERIDAN & JAMES STREETS,CAIRNS,QLD,4870,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,-16.90841785,145.761059
COLES EXPRESS CAIRNS SOUTH,540 BRUCE HIGHWAY,WOREE CAIRNS,QLD,4870,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,Y,Y,-16.94732726,145.7389443
COLES EXPRESS CALAMVALE,2650 BEAUDESERT RD,CALAMVALE,QLD,4116,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.63245179,153.046795
COLES EXPRESS CALOUNDRA,69 BEERBURRUM ST,CALOUNDRA,QLD,4551,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-26.77986426,153.1251565
COLES EXPRESS CAMP HILL,720 OLD CLEVELAND ROAD,CAMP HILL,QLD,4152,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-27.49277844,153.0824847
COLES EXPRESS CANNON HILL,1870 CREEK RD (CNR PICKWICK ST),CANNON HILL,QLD,4170,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-27.47121073,153.0961384
COLES EXPRESS CHAPEL HILL,611 MOGGILL RD,CHAPEL HILL,QLD,4069,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,-27.50493847,152.9604659
COLES EXPRESS CHATSWOOD ROAD,38-48 CHATSWOOD RD,SLACKS CREEK,QLD,4127,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.63360959,153.1389677
COLES EXPRESS CHILDERS,CHURCHILL ST & BROADHURST ST,CHILDERS,QLD,4660,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-25.23556468,152.2747742
COLES EXPRESS CLEVELAND,230 BLOOMFIELD ST (CNR PRINCESS ST),CLEVELAND,QLD,4163,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-27.53420572,153.2666298
COLES EXPRESS CLONTARF,110 HORNIBROOK ESP,CLONTARF,QLD,4019,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-27.25751379,153.0862074
COLES EXPRESS COORPAROO,213 OLD CLEVELAND ROAD,COORPAROO,QLD,4151,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.49674374,153.0548391
COLES EXPRESS CURRAJONG,HUGH & KEANE STS,CURRAJONG,QLD,4812,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,-19.27283717,146.7822555
COLES EXPRESS DAISY HILL,21 DAISY HILL RD (CNR ALLAMANDA DRV),DAISY HILL,QLD,4127,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,-27.6442455,153.153396
COLES EXPRESS DALBY,50 DRAYTON ST,DALBY,QLD,4405,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.18410995,151.2639462
COLES EXPRESS DEAGON,90 DEPOT ROAD,DEAGON,QLD,4017,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.33040054,153.0474158
COLES EXPRESS DECEPTION BAY,376 DECEPTION BAY RD (CNR PARK RD),DECEPTION BAY,QLD,4508,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-27.18996957,153.0171375
COLES EXPRESS DELTA BRUCE HWY,CNR BRUCE HWY & COLLINSVILLE RD,BOWEN,QLD,4805,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-20.12804356,148.0857696
COLES EXPRESS DURACK,INALA AVENUE & BLUNDER ROAD,DURACK,QLD,4077,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-27.59650694,152.9873705
COLES EXPRESS EIGHT MILE PLAINS,52 PADSTOW ROAD,EIGHT MILE PLAINS,QLD,4113,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,-27.57398727,153.0786258
COLES EXPRESS ELANORA,GUINEAS CREEK RD & COOLGARDIE ST,ELANORA,QLD,4221,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-28.13664966,153.4681122
COLES EXPRESS EMERALD (QLD),CLERMONT ST & OPAL ST,EMERALD,QLD,4720,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,-23.52808336,148.1630355
COLES EXPRESS GARBUTT,346 INGHAM ROAD,GARBUTT,QLD,4810,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,-19.26642176,146.7831446
COLES EXPRESS GEEBUNG,361 ELLISON RD (CNR MURPHY RD),GEEBUNG,QLD,4034,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-27.37009807,153.036236
COLES EXPRESS GLADSTONE,78 TOOLOOA STREET,GLADSTONE,QLD,4680,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-23.85348044,151.2676823
COLES EXPRESS GOODNA,2 RAILWAY TERRACE (CNR IPSWICH MOTORWAY),GOODNA,QLD,4300,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-27.60499907,152.8934355
COLES EXPRESS GOONDIWINDI,10 MCLEAN STREET,GOONDIWINDI,QLD,4390,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,-28.54742777,150.3075509
COLES EXPRESS GRANARD RD,GRANARD & BEATTY ROADS,ROCKLEA,QLD,4106,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-27.5578723,153.0168747
COLES EXPRESS HERVEY BAY,1 TORQUAY ROAD,PIALBA,QLD,4655,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-25.28180728,152.8395421
COLES EXPRESS HIGHFIELDS,10526 NEW ENGLAND HIGHWAY,HIGHFIELDS,QLD,4352,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-27.46418774,151.9519844
COLES EXPRESS HOLLAND PARK,CNR BAPAUME RD & KURINGAI ST,HOLLAND PARK,QLD,4121,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.52635164,153.0558263
COLES EXPRESS INGHAM,CNR CARTWRIGHT & HERBET STS,INGHAM,QLD,4850,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,-18.65110801,146.154626
COLES EXPRESS INNISFAIL,159 EDITH STREET,INNISFAIL,QLD,4860,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-17.52330094,146.019892
COLES EXPRESS JIMBOOMBA,2-4 TAMBORINE ST,JIMBOOMBA,QLD,4280,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,-27.81999434,153.0323589
COLES EXPRESS KALLANGUR,1507-1511 ANZAC AVE (CNR DUFFIELD RD),KALLANGUR,QLD,4503,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-27.24886465,153.0025355
COLES EXPRESS KARALEE,259-277 MT CROSBY ROAD,KARALEE,QLD,4306,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.57190661,152.7927788
COLES EXPRESS KAWANA,27 NICKLIN WAY,BUDDINA,QLD,4575,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-26.7050062,153.130101
COLES EXPRESS KESSELS RD,651 KESSELS RD (CNR MCGREGOR ST),MOUNT GRAVATT,QLD,4122,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,-27.56046873,153.0791633
COLES EXPRESS KINGAROY,117 YOUNGMAN ST,KINGAROY,QLD,4610,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-26.53774488,151.8362482
COLES EXPRESS KIPPA-RING,419 ELIZABETH AVE,KIPPA-RING,QLD,4021,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-27.22900651,153.0852254
COLES EXPRESS KIRWAN,22-24 THURINGOWA DRIVE,KIRWAN,QLD,4817,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-19.30241266,146.7351578
COLES EXPRESS LAWNTON,706 GYMPIE ROAD,LAWNTON,QLD,4501,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.29012455,152.984238
COLES EXPRESS LOGAN RD,1201 LOGAN RD,MOUNT GRAVATT,QLD,4122,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,-27.53001607,153.0716434
COLES EXPRESS LOGANHOLME,61- 65 BRYANTS RD,LOGANHOLME,QLD,4129,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-27.66315952,153.1774242
COLES EXPRESS LOGANLEA,LOGANLEA RD (CNR UNIVERSITY DRV),LOGANLEA,QLD,4131,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.66366067,153.1402881
COLES EXPRESS MACKAY BROADSOUND RD,1-3 BROADSOUND RD,MACKAY,QLD,4740,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,-21.16756761,149.1539553
COLES EXPRESS MACKAY NEBO RD,CNR BRIDGE ROAD & NEBO ROAD,MACKAY,QLD,4740,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-21.15399458,149.1664305
COLES EXPRESS MACKAY NORTH,2 HIGHWAY PLAZA (CNR BRUCE HWY & HICKS RD),MACKAY,QLD,4740,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,-21.14635772,149.1851092
COLES EXPRESS MANGO HILL,CNR ANZAC AVENUE & HALPINE DRIVE,MANGO HILL,QLD,4503,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-27.24187117,153.0246468
COLES EXPRESS MAREEBA,63 BYRNES ST,MAREEBA,QLD,4880,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-16.98994706,145.4222755
COLES EXPRESS MARSDEN,604-614 BROWNS PLAINS RD (CNR SECOND AVE),MARSDEN,QLD,4132,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.68115458,153.0929615
COLES EXPRESS MARSDEN PARK,36 - 44 CHAMBERS FLAT ROAD,MARSDEN PARK,QLD,4133,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-27.67982978,153.1174268
COLES EXPRESS MIAMI,2156 GOLD COAST HWY,MIAMI,QLD,4220,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-28.0639498,153.4374636
COLES EXPRESS MILTON,319 CORONATION DVE,MILTON,QLD,4064,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-27.47409613,153.0036293
COLES EXPRESS MOOLOOLABA,CNR BRISBANE RD & FOOTE ST,MOOLOOLABA,QLD,4557,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-26.68391782,153.1188459
COLES EXPRESS MORAYFIELD,113-137 MORAYFIELD RD,CABOOLTURE,QLD,4506,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.09832586,152.9500512
COLES EXPRESS MOUNT GRAVATT,1582 LOGAN RD,MOUNT GRAVATT,QLD,4122,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-27.54227759,153.0816869
COLES EXPRESS MOUNT ISA GRACE STREET,106 CAMOOWEAL ST (CNR GRACE ST),MOUNT ISA,QLD,4825,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-20.72425141,139.4933183
COLES EXPRESS MOUNT ISA TRUCKPORT,221-239 BARKLY HWY,Mount Isa,QLD,4825,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,-20.69353527,139.4900061
COLES EXPRESS MUDGEERABA,196-206 HIGHFIELD DRIVE,MUDGEERABA,QLD,4213,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-28.06943205,153.3633163
COLES EXPRESS NAMBOUR PANORAMA DR,589 NAMBOUR CONNECTION RD,NAMBOUR,QLD,4560,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-26.64109463,152.9630001
COLES EXPRESS NOOSA,49 DAVID LOW WAY (CNR HONEYSUCKLE LANE),NOOSA HEADS,QLD,4567,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-26.39848358,153.0938898
COLES EXPRESS NUDGEE,1097 NUDGEE ROAD,BANYO,QLD,4014,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,-27.3780556,153.0930104
COLES EXPRESS PORT DOUGLAS,10 CAPTAIN COOK HIGHWAY,CRAIGLEA,QLD,4871,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-16.5638955,143.390611
COLES EXPRESS RESERVOIR (QLD),58 PEASE STREET,CAIRNS,QLD,4870,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-16.91899215,145.7406085
COLES EXPRESS ROCHEDALE,UNDERWOOD RD & ROCHEDALE RD,ROCHEDALE,QLD,4123,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.59543044,153.1219052
COLES EXPRESS ROCKHAMPTON FITZROY ST,82-86 FITZROY ST (CNR CAMPBELL ST),ROCKHAMPTON,QLD,4700,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-23.38002149,150.5067012
COLES EXPRESS ROCKHAMPTON GLADSTONE RD,140-146 GLADSTONE RD,ROCKHAMPTON,QLD,4700,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-23.39527668,150.5053532
COLES EXPRESS ROCKHAMPTON NORTH,240 MUSGRAVE ST (CNR HIGH ST),ROCKHAMPTON NORTH,QLD,4701,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,-23.35808901,150.5233866
COLES EXPRESS ROCKLEA,1728 IPSWICH RD (CNR SHETTLETON ST),ROCKLEA,QLD,4106,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,-27.55988813,153.0006453
COLES EXPRESS ROTHWELL,759-761 DECEPTION BAY ROAD,ROTHWELL,QLD,4022,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,-27.21403952,153.0471381
COLES EXPRESS RUNAWAY BAY,387 OXLEY DRV,RUNAWAY BAY,QLD,4216,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.91184758,153.3893037
COLES EXPRESS RUNCORN,501 COMPTON ROAD,RUNCORN,QLD,4113,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,-27.611033,153.06788
COLES EXPRESS SHERWOOD,CNR SHERWOOD & OXLEY RD,SHERWOOD,QLD,4075,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.53245279,152.9829803
COLES EXPRESS SMITHFIELD- QLD,CAPTAIN COOK HIGHWAY,SMITHFIELD,QLD,4878,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-16.82942408,145.692614
COLES EXPRESS SPRINGWOOD,3495-3497 PACIFIC HIGHWAY,SLACKS CREEK,QLD,4127,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,-27.63354467,153.1316918
COLES EXPRESS STAFFORD HEIGHTS,280 APPLEBY RD (CNR RODE RD),STAFFORD HEIGHTS,QLD,4053,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-27.39127882,153.0114648
COLES EXPRESS SUNNYBANK,254 MAINS RD (CNR TURTON ST),SUNNYBANK,QLD,4109,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.57567311,153.0633491
COLES EXPRESS SURFERS PARADISE,CNR 2824 GOLD COAST HWY & GENOA ST,SURFERS PARADISE,QLD,4217,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-28.01684029,153.4291765
COLES EXPRESS TARINGA,29 GAILEY RD,TARINGA,QLD,4068,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-27.49145494,152.9940162
COLES EXPRESS TEWANTIN,60 POINCIANA AVE (CNR MOORINDIL ST),TEWANTIN,QLD,4565,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-26.38282173,153.0363439
COLES EXPRESS TINGALPA,1469 WYNNUM RD,TINGALPA,QLD,4173,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-27.47468789,153.120879
COLES EXPRESS TOOWOOMBA BRIDGE ST,278 BRIDGE (CNR HOLBERTON) STS,TOOWOOMBA,QLD,4350,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,-27.5489089,151.9347665
COLES EXPRESS TOOWOOMBA MARGARET ST,281 MARGARET ST & MYLNE ST,TOOWOOMBA,QLD,4350,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.56052683,151.9493615
COLES EXPRESS TOOWOOMBA RUTHVEN ST,798 RUTHVEN & ALDERLEY STS,TOOWOOMBA,QLD,4350,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.58479725,151.9492958
COLES EXPRESS TUGUN,TOOLONA ST & GOLD COAST HWY,TUGUN,QLD,4224,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-28.1438024,153.494415
COLES EXPRESS VICTORIA POINT,130 BENFER RD (CNR REDLAND BAY RD),VICTORIA POINT,QLD,4165,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-27.59655127,153.28584
COLES EXPRESS VIRGINIA,1890 SANDGATE RD (CNR ROBINSON RD),VIRGINIA,QLD,4014,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,-27.37064102,153.0620768
COLES EXPRESS WARWICK (QLD),ALBION & PERCY STS,WARWICK,QLD,4370,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-28.21859528,152.0346202
COLES EXPRESS WEST BURLEIGH,103-105 WEST BURLEIGH ROAD,WEST BURLEIGH,QLD,4220,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-28.09410735,153.4431363
COLES EXPRESS WINDSOR (QLD),172 LUTWYCHE RD (CNR TAYLOR ST),WINDSOR,QLD,4030,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-27.43974547,153.0297597
COLES EXPRESS WOODRIDGE,MOSS ST & KINGSTON RD,WOODRIDGE,QLD,4114,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-27.62499981,153.1167944
COLES EXPRESS WULGURU,290 STUART DRIVE,WULGURU,QLD,4811,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-19.32837006,146.8225124
COLES EXPRESS WYNNUM,2231 WYNNUM RD,WYNNUM,QLD,4178,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,-27.44361512,153.1583857
COLES EXPRESS YATALA,PACIFIC HWY & MACPHERSON RD,YATALA,QLD,4207,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-27.72775996,153.2210917
COOCHIN CREEK FRUITGROWERS COO,39 SIMPSON ST,BEERWAH,QLD,4519,N,N,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,N,N,-26.85630173,152.957851
CURRUMBIN SHELL,59 CURRUMBIN CREEK RD,CURRUMBIN,QLD,4223,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,-28.14491985,153.4716038
FERGUSONS ROADHOUSE TIARO,MAYNE STREET,TIARO,QLD,4650,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-25.72479549,152.5832196
GATTON MOTORS,91 RAILWAY ST,GATTON,QLD,4343,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,Y,-27.56093785,152.2750141
GOLDEN HARVEST ROADHOUSE,CNR BRIDGE STREET & BOUNDARY STREET,TOOWOOMBA,QLD,4350,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,-27.58294619,151.864326
GOOMERI SERVICE STATION,61 MOORE STREET,Goomeri Qld,QLD,4601,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-26.18365175,152.0682973
INGLEWOOD SERVICE STATION,101 ALBERT STREET,INGLEWOOD,QLD,4387,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,N,Y,-28.41763404,151.0779436
KELVIN GROVE CAB CENTRE,305 KELVIN GROVE RD,KELVIN GROVE,QLD,4059,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,-27.44538282,153.0085023
KUTTABUL ROADHOUSE,BRUCE HIGHWAY,KUTTABUL,QLD,4741,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-21.02755925,148.8928232
LONGREACH SERVICE CENTRE,1 WONGA ST,LONGREACH,QLD,4730,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,-23.4410735,144.2543545
NORTH TAMBORINE SERVICE STATION,5 MAIN WESTERN ROAD,NORTH TAMBORINE,QLD,4272,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,-27.92806421,153.1844411
ROMA TRUCKSTOP,72 QUINTON STREET,ROMA,QLD,4455,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,-26.57176324,148.7904042
SHELL CHARLEVILLE,79 WILLS STREET,CHARLEVILLE,QLD,4470,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,-26.40600921,146.2425055
